label,_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,ltable_Year,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director,rtable_Year
-1,7561,10071,10424,Smokin' Aces 2: Assassins' Ball,"Action,Comedy,Crime",86,51.0,10967.0,P.J. Pesce,2010,Smokin' Aces 2: Assassin's Ball,"Action,Adventure,Comedy,Drama",89.0,52.0,3366,"P.J. Pesce,",2010
-1,6573,8576,10912,Megan Is Missing,"Crime,Drama,Horror",85,49.0,6312.0,Michael Goi,2011,Megan Is Missing,Drama,86.0,54.0,1136,"Michael Goi,Michael K. Goi,",2011
-1,2225,2512,6847,Jeepers Creepers II,Horror,104,56.0,45829.0,Victor Salva,2003,Jeepers Creepers,"Horror,Mystery",89.0,58.0,391553,"Victor Salva,",2001
-1,6889,9129,13478,Wrath of the Titans,News,30,,,,2012,Band of the Hand,"Action,Adventure,Drama,Mystery",109.0,66.0,2711,"Paul Michael Glaser,",1986
-1,8869,12455,8959,The Class,Drama,128,75.0,29507.0,Laurent Cantet,2009,The Class,"Art House,International,Drama",128.0,76.0,12447,"Laurent Cantet,",2008
-1,9584,13658,4348,Bad Boys,"Crime,Drama,Mystery",123,72.0,10973.0,Rick Rosenthal,1983,Nasty Boys,"Drama,Mystery,Television",96.0,,38,"Rick Rosenthal,",1989
-1,5722,7397,3358,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",165,57.0,245694.0,Michael Bay,2014,Transformers: Age of Extinction,"Action,Adventure,Science Fiction,Fantasy",157.0,64.0,222895,"Michael Bay,",2014
-1,8826,12343,5300,King Kong,"Adventure,Fantasy,Horror",134,58.0,22712.0,John Guillermin,1976,King Kong Lives,"Action,Adventure,Horror",105.0,54.0,11914,"John Guillermin,",1986
-1,6355,8164,1414,Fading Gigolo,Comedy,90,62.0,19761.0,John Turturro,2014,Fading Gigolo,Comedy,90.0,62.0,7063,"John Turturro,",2014
-1,8027,10926,17710,The Big One,"Documentary,Comedy,Crime",91,71.0,7055.0,Michael Moore,1998,The Big Sleep,"Art House,International,Drama,Mystery",99.0,58.0,1444,"Michael Winner,",1978
-1,11498,17485,13986,American Greed,Documentary,0,82.0,194.0,,2007,American Crude,"Comedy,Drama",98.0,44.0,652,"Craig Sheffer,",2008
-1,2717,2964,16844,Uncle,Comedy,30,78.0,1460.0,,2012,Uncle P,"Comedy,Kids,Family",88.0,82.0,721,"Bernard Gourley,Master P,",2005
-1,9155,12901,11292,Untitled Marvel Project,,0,,,,2020,Untitled Secret Service Project ,"Drama,Television",,,64,"Rupert Wainwright,",2002
-1,7232,9562,6919,The Raven,"Crime,Mystery",110,64.0,73507.0,James McTeigue,2012,The Raven,Mystery,110.0,64.0,102450,"James McTeigue,",2012
-1,1617,1746,3381,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",143,69.0,290297.0,Andrew Adamson,2005,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","Kids,Family,Science Fiction,Fantasy",139.0,62.0,34104183,"Andrew Adamson,",2005
-1,6803,8948,7793,Mark of the Devil,"Drama,History,Horror",90,62.0,2158.0,"Michael Armstrong,Adrian Hoven",1972,Year of the Dragon,"Drama,Television",90.0,,20,,2003
-1,579,565,3650,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",132,80.0,522396.0,Bryan Singer,2014,X-Men: Days of Future Past (Rogue Cut),"Action,Adventure",149.0,88.0,869,"Bryan Singer,",2014
-1,47,52,3545,The Good Neighbor,Mystery,98,62.0,3361.0,Kasra Farahani,2016,Good Neighbors,"Drama,Mystery",98.0,58.0,2541,"Jacob Tierney,",2011
-1,7186,9488,10037,Bill & Ted's Excellent Adventures,"Animation,Sci-Fi,Comedy",30,65.0,1265.0,,1990,Bill and Ted's Excellent Adventure,"Action,Adventure,Comedy,Science Fiction,Fantasy",105.0,66.0,375522,"Stephen Herek,",1989
-1,8773,12253,7197,Broken Trail,Western,184,78.0,4739.0,,2006,Broken Vows,"Drama,Mystery",100.0,,91,"Jud Taylor,",1986
-1,1064,1149,412,Still Walking,Drama,115,80.0,7618.0,Hirokazu Koreeda,2008,Still Waters,Mystery,,,3,"Ray Burdis,",2015
-1,829,889,3896,Max to the Future,"Action,Comedy,Family",23,,,,2016,Back to the Future,"Action,Adventure,Comedy,Science Fiction,Fantasy",116.0,76.0,1091155,"Robert Zemeckis,",1985
-1,5729,7407,6507,The Wolverine,"Action,Adventure,Sci-Fi",126,67.0,332781.0,James Mangold,2013,The Wolverine,"Action,Adventure",136.0,74.0,251683,"James Mangold,",2013
-1,1520,1642,2924,The Conjuring 2,"Horror,Mystery",134,76.0,102551.0,James Wan,2016,The Conjuring,"Horror,Mystery",112.0,80.0,156632,"James Wan,",2013
-1,2491,2736,4626,Untitled Will Smith TV Project,Comedy,0,,,,,Untitled Woody Allen Project,Comedy,,,13,"Woody Allen,",2017
-1,1782,2011,1599,Chronic,Drama,93,67.0,1106.0,Michel Franco,2015,Chronic,Drama,93.0,70.0,430,"Michel Franco,",2016
-1,9966,14398,5005,Time Chasers,Sci-Fi,89,23.0,2601.0,David Giancola,1994,The Dream Chasers,Drama,,,25,"Arthur R. Dubs,",1982
-1,7440,9890,10060,Teenage Mutant Ninja Turtles: Out of the Shadows,,17,,,Mathew Buck,2016,Teenage Mutant Ninja Turtles II - The Secret of the Ooze,"Action,Adventure,Comedy,Kids,Family",88.0,62.0,191625,"Michael Pressman,",1991
-1,13100,20836,1841,The Flying Man,Action,0,,,,,The Wicker Man,"Action,Adventure,Drama,Horror,Mystery",106.0,46.0,88493,"Neil LaBute,",2006
-1,7948,10784,7742,Return of the Evil Dead,Horror,91,59.0,1767.0,Amando de Ossorio,1975,Return of the Thundering Herd,"Documentary,Drama,Special Interest",44.0,50.0,34,,2007
-1,2283,2574,6207,The Matrix Revolutions,"Action,Sci-Fi",129,67.0,368980.0,"Lana Wachowski,Lilly Wachowski",2003,The Matrix Revolutions,"Mystery,Science Fiction,Fantasy",129.0,68.0,790957,"Lana Wachowski,Andy Wachowski,The Wachowski Brothers,",2003
-1,7515,9959,10371,Metal Men,Action,0,,,,,Metal Skin,"Action,Adventure,Drama",112.0,68.0,291,"Chris Odgers,Geoffrey Wright,",1994
-1,7152,9444,12457,Beauty Shop,Comedy,105,55.0,13366.0,Bille Woodruff,2005,Beauty Shop,Comedy,105.0,66.0,65104,"Bille Woodruff,",2005
-1,12692,19843,840,The Manions of America,Drama,290,70.0,179.0,,1981,Birds of America,"Comedy,Drama",85.0,62.0,2472,"Craig Lucas,",2008
-1,8211,11331,13001,Selected Exits,"Biography,Drama",0,75.0,37.0,Tristram Powell,1993,Selected Exits,"Drama,Television",68.0,,12,"Tristram Powell,",1993
-1,7326,9709,13508,Pinocchio,Animation,93,75.0,95.0,Giuliano Cenci,1978,Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58.0,161,"Alberto Sironi,",2008
-1,5624,7295,7737,The Wolf of Wall Street,"Biography,Comedy,Crime",180,82.0,801468.0,Martin Scorsese,2013,The Wolf of Wall Street,Drama,179.0,80.0,177831,"Martin Scorsese,",2013
-1,11899,18299,9777,Before Night Falls,"Biography,Drama,Romance",133,73.0,20981.0,Julian Schnabel,2001,Before Night Falls,Drama,125.0,76.0,22088,"Julian Schnabel,",2001
-1,4246,5371,4404,The Yogi Bear Show,"Animation,Family,Comedy",30,67.0,6348.0,,1961,The War Show,Documentary,100.0,,1,"Andreas Dalsgaard,Obaidah Zytoon,",2016
-1,12923,20586,12951,Black Mask,"Short,Horror",20,80.0,16.0,Alex Colonna,2014,Black Oasis,"Drama,Horror",,,102,"Stephan Elliott,",2010
-1,11434,17483,5282,American Restoration,Television,0,67.0,2263.0,,2010,American Virgin,Comedy,105.0,44.0,1193,"Jean-Pierre Marois,",2000
-1,7508,9957,9324,Sister Act,Comedy,0,,,,,Sister,Drama,97.0,74.0,2610,"Brenda Davis,",2012
-1,6936,9210,7667,15 Minutes,"Action,Crime,Drama",120,61.0,42851.0,John Herzfeld,2001,15 Minutes,"Action,Adventure,Drama,Mystery,Television",110.0,58.0,50564,"John Herzfeld,",2001
-1,5381,6935,3973,Taxi,"Action,Comedy,Crime",86,69.0,62275.0,Grard Pirs,1998,Taxi 2,"Action,Adventure,Art House,International,Comedy,Drama",85.0,68.0,16017,"Grard Krawczyk,",2000
-1,10642,16053,15322,High School Musical,"Comedy,Drama,Family",98,52.0,60133.0,Kenny Ortega,2006,High School Musical,"Comedy,Drama,Musical,Performing Arts",98.0,68.0,470501,"Kenny Ortega,",2006
-1,8515,11910,14627,Beyond the Stars,"Sci-Fi,Drama",88,53.0,839.0,David Saperstein,1989,Beyond the Pole,"Comedy,Documentary,Drama,Special Interest",87.0,68.0,188,"David L. Williams,",2009
-1,8576,11998,14089,Ruthless People,"Comedy,Crime",93,69.0,21649.0,"Jim Abrahams,David Zucker",1986,Ruthless People,Comedy,93.0,64.0,20955,"Jim Abrahams,David Zucker,Jerry Zucker,",1986
-1,2518,2740,8151,The Wild Bunch,Western,0,,,,,The Wild Angels,"Action,Adventure,Classics,Cult Movies,Drama",124.0,62.0,1829,"Roger Corman,",1966
-1,12119,18762,6645,The Yellow Balloon,Drama,76,70.0,139.0,J. Lee Thompson,1953,The Yellow Birds,Drama,,,17,"Alexandre Moors,",2016
-1,3889,4966,18878,The Boy and the Beast,"Animation,Action,Adventure",119,77.0,5502.0,Mamoru Hosoda,2016,Beauty and the Beast,"Kids,Family",50.0,68.0,30,,1984
-1,5294,6830,16895,The Devil and Miss Jones,"Comedy,Romance",92,78.0,2695.0,Sam Wood,1941,The Pastor and Mrs. Jones,Drama,90.0,,0,,2012
-1,10144,14759,7911,Lost Survivor Guide,"Documentary,Drama",60,78.0,64.0,,2007,Lone Survivor,"Action,Adventure,Drama",122.0,84.0,112352,"Peter Berg,",2014
-1,540,520,17782,For Keeps?,"Comedy,Drama,Romance",90,58.0,3080.0,John G. Avildsen,1988,For Keeps,"Comedy,Drama",98.0,68.0,9252,"John G. Avildsen,",1988
-1,11257,17199,7720,American Nudist,Drama,93,29.0,369.0,Clinton H. Wallace,2011,American Me,Drama,126.0,82.0,10214,"Edward James Olmos,",1992
-1,3205,3753,15899,Match of the Day 2,Sport,45,78.0,518.0,,2004,Out of the Past,"Documentary,Special Interest",64.0,64.0,876,"Jeff Dupre,",1998
-1,10529,15762,11916,The Lady in the Lake,"Action,Adventure,Sci-Fi",42,84.0,1192.0,Lawrence Trilling,2016,The Lady Vanishes,"Drama,Mystery,Television",90.0,60.0,54,"Diarmuid Lawrence,",2013
-1,9643,13733,5419,The Prime Gig,Drama,98,61.0,1946.0,Gregory Mosher,2002,The Prime Gig,Drama,96.0,60.0,1510,"Gregory Mosher,",2000
-1,9427,13407,5174,"New York, I Love You","Comedy,Drama,Romance",103,63.0,39916.0,"Fatih Akin,Yvan Attal",2009,P.S. I Love You,"Comedy,Drama,Romance",127.0,78.0,253831,"Richard LaGravenese,",2007
-1,10297,15170,12244,The X Files: I Want to Believe,"Drama,Mystery,Sci-Fi",104,59.0,78793.0,Chris Carter,2008,The X-Files: I Want to Believe (The X Files 2),"Drama,Mystery,Science Fiction,Fantasy",104.0,56.0,253597,"Chris Carter,",2008
-1,7848,10599,16557,Brawl in the Family,Television,30,,,,2014,It Runs in the Family,"Comedy,Drama",109.0,54.0,5792,"Fred Schepisi,",2003
-1,409,364,16498,Captain America,"Animation,Action,Adventure",0,64.0,471.0,"Jack Kirby,Joe Simon",1966,Africans in America,Documentary,,,75,,1998
-1,13232,21160,17238,The Music Teacher,Drama,0,,,,,The Music in Me,"Television,Romance",120.0,,3,"John Bradshaw,",2015
-1,1907,2146,802,Strictly Come Dancing,"Television,Musical",85,59.0,809.0,,2004,Strictly Confidential,"Classics,Comedy,Drama,Mystery",300.0,64.0,200,"Roberto Bangura,Keith Boak,",2006
-1,4855,6330,8595,Falling in Love Again,"Drama,Romance",103,53.0,284.0,Steven Paul,1984,Falling in Love,"Drama,Romance",107.0,70.0,6689,"Ulu Grosbard,",1984
-1,7133,9419,11299,The Promotion,Comedy,86,57.0,16652.0,Steve Conrad,2008,The Promotion,Comedy,86.0,56.0,84723,"Steven Conrad,",2008
-1,4040,5178,17274,Saturday Night Live: The Best of Chris Farley,"Documentary,Comedy",50,82.0,1925.0,"Beth McCarthy-Miller,Dave Wilson",,Saturday Night Live - Game Show Parodies,"Comedy,Television",73.0,80.0,94,,1999
-1,11768,18015,6565,The Five-Year Engagement,"Comedy,Romance",124,62.0,79701.0,Nicholas Stoller,2012,The Five-Year Engagement,Comedy,124.0,66.0,266779,"Nicholas Stoller,",2012
-1,4741,6234,7798,The Sure Thing,"Comedy,Drama,Romance",100,70.0,15678.0,Rob Reiner,1985,The Best Bad Thing,Television,,,3,"Peter Rowe,",1997
-1,1459,1593,10107,Stargate,"Action,Adventure,Sci-Fi",116,71.0,150313.0,Roland Emmerich,1994,Stargate,"Action,Adventure,Science Fiction,Fantasy",125.0,66.0,192206,"Roland Emmerich,",1994
-1,758,697,16383,George of the Jungle,"Animation,Family,Comedy",30,71.0,584.0,,1967,Secret of the Wings,"Action,Adventure,Animation,Kids,Family",92.0,82.0,2154,"Peggy Holmes,Robert Gannaway,",2012
-1,9786,13942,3650,X-Men: Days of Future Past/Blended,"Comedy,Television",78,,,,2014,X-Men: Days of Future Past (Rogue Cut),"Action,Adventure",149.0,88.0,869,"Bryan Singer,",2014
-1,9022,12722,17221,Opening Night,"Drama,Musical",43,86.0,85.0,Michael Morris,2013,One Night,Drama,97.0,,83,"Michael Knowles,",2007
-1,12564,19585,18242,Earth to America,Comedy,120,58.0,84.0,"Ron de Moraes,Jay Roach",2005,Made in America,Comedy,110.0,50.0,42346,"Richard Benjamin,",1993
-1,1731,1918,13270,Little Wing,Drama,100,70.0,96.0,Selma Vilhunen,2016,Little Boxes,Drama,84.0,,10,"Rob Meyer,",2016
-1,13382,21439,17206,Shrek Stories,,72,69.0,98.0,,2013,Stockholm Stories,Drama,97.0,62.0,16,"Karin Fahln,",2014
-1,4678,6156,11172,Final Destination,"Horror,Mystery",98,67.0,183368.0,James Wong,2000,Final Destination,"Horror,Mystery",98.0,68.0,482901,"James Wong,",2000
-1,2665,2890,2840,Looking: The Movie,"Comedy,Drama",85,78.0,2792.0,Andrew Haigh,2016,Garfield - The Movie,"Action,Adventure,Comedy,Kids,Family",85.0,58.0,460493,"Peter Hewitt,",2004
-1,10978,16753,4777,Camp Takota,Comedy,95,69.0,4090.0,"Chris Riedell,Nick Riedell",2014,Camp Takota,Comedy,95.0,76.0,465,"Chris Riedell,Nick Riedell,",2014
-1,7821,10566,7720,The American West,"History,Western",0,72.0,446.0,,2016,American Me,Drama,126.0,82.0,10214,"Edward James Olmos,",1992
-1,2315,2597,14202,Shanghai Knights,"Action,Adventure,Comedy",114,62.0,82577.0,David Dobkin,2003,Shanghai Knights,"Action,Adventure,Comedy",114.0,62.0,334601,"David Dobkin,",2003
-1,5915,7582,2329,5 Flights Up,Drama,92,61.0,5301.0,Richard Loncraine,2015,5 Flights Up,Drama,92.0,62.0,2758,"Richard Loncraine,",2015
-1,9751,13883,16362,True Stories,"Musical,Comedy",90,70.0,3571.0,David Byrne,1986,Toronto Stories,"Art House,International,Drama",89.0,54.0,200,"David Weaver,Aaron Woodley,Sook Yin Lee,David Sutherland,",2008
-1,6565,8564,8862,Dracula,Horror,173,43.0,369.0,,2002,Dracula,"Classics,Horror",75.0,74.0,44317,"Tod Browning,",1931
-1,12892,20530,10079,What's Eating Gilbert Grape,Drama,118,78.0,173899.0,Lasse Hallstrm,1994,What's Eating Gilbert Grape,Drama,117.0,74.0,300848,"Lasse Hallstrom,",1993
-1,3146,3704,6768,Jane Eyre,"Drama,Romance",120,74.0,64200.0,Cary Joji Fukunaga,2011,Jane Eyre,"Drama,Romance",121.0,76.0,32858,"Cary Joji Fukunaga,",2011
-1,5733,7410,3805,X-Men 2,"Action,Adventure,Fantasy",134,75.0,411630.0,Bryan Singer,2003,X-Men,"Action,Adventure,Science Fiction,Fantasy",104.0,74.0,1065554,"Bryan Singer,",2000
-1,2991,3432,13743,White Collar,"Comedy,Crime,Drama",40,83.0,95606.0,"Jeff Eastin,Travis Romero",2009,White Male Heart,Mystery,,,95,"Peter Mackie Burns,",2009
-1,1307,1506,491,Mission: Impossible,"Action,Adventure,Mystery",110,71.0,304750.0,Brian De Palma,1996,Mission: Impossible,"Action,Adventure,Mystery",110.0,66.0,866130,"Brian DePalma,",1996
-1,9691,13801,17227,Original Sin,"Drama,Mystery,Romance",116,60.0,45410.0,Michael Cristofer,2001,Original Sin,"Drama,Mystery",112.0,62.0,52706,"Michael Cristofer,",2001
-1,3190,3752,13429,The Chase,Television,0,71.0,557.0,,2009,The Chase,"Classics,Drama",135.0,72.0,2694,"Arthur Penn,",1966
-1,6992,9277,774,Blue Ice,"Action,Mystery",105,51.0,1245.0,Russell Mulcahy,1992,Blue Ice,"Action,Adventure,Mystery",96.0,56.0,1952,"Russell Mulcahy,",1993
-1,3404,4142,13047,The Moaning of Life,"Adventure,Comedy,Television",0,82.0,3584.0,,2014,The Face of Love,"Comedy,Drama,Romance",92.0,58.0,1864,"Arie Posin,",2014
-1,1573,1704,5461,Bruce Almighty,"Comedy,Drama,Fantasy",101,67.0,301455.0,Tom Shadyac,2003,Evan Almighty,"Comedy,Science Fiction,Fantasy",96.0,64.0,839327,"Tom Shadyac,",2007
-1,11213,17100,16426,The Passion of the Christ,Drama,127,71.0,180617.0,Mel Gibson,2004,The Return of the Native,Drama,104.0,60.0,611,"Jack Gold,",1994
-1,5055,6576,10803,Mean Girls,Comedy,97,70.0,250156.0,Mark Waters,2004,Modern Girls,Comedy,82.0,70.0,710,"Jerry Kramer,Joel Lang,",1986
-1,7599,10119,6176,Wrath of the Titans,"Action,Adventure,Fantasy",99,58.0,154392.0,Jonathan Liebesman,2012,Wrath of the Titans,"Action,Adventure,Science Fiction,Fantasy",99.0,66.0,157819,"Jonathan Liebesman,",2012
-1,12185,18885,16438,Louis C.K.: Shameless,"Documentary,Comedy",57,87.0,5676.0,Steven J. Santos,2007,Louis C.K.: Shameless,"Comedy,Television",60.0,86.0,552,,2007
-1,12312,19115,15265,Print the Legend,"Documentary,Biography,Drama",100,72.0,1254.0,"Luis Lopez,Clay Tweel",2014,Sharpe: The Legend ,"Action,Adventure,Drama",90.0,86.0,468,,1997
-1,11391,17455,2857,Diesel Brothers,Television,0,76.0,98.0,,2016,7 Chinese Brothers,Comedy,76.0,64.0,500,"Bob Byington,",2015
-1,8560,11970,17957,Loser Takes All,Comedy,88,53.0,51.0,Ken Annakin,1956,Losers Take All,Comedy,95.0,76.0,80,"Alex Steyermark,",2013
-1,11838,18164,17417,April Story,Romance,67,73.0,1893.0,Shunji Iwai,1998,Amber's Story,"Drama,Television",120.0,76.0,279,,2006
-1,6939,9213,17286,The Making of 'Killing Season',Short,2,,,,2013,The Legend of Billie Jean,"Action,Adventure,Drama",92.0,70.0,9421,"Matthew Robbins,",1985
-1,7334,9739,7068,Chaos,"Action,Adventure,Drama",60,71.0,2354.0,Tom Spezialy,2011,Chaos,"Action,Adventure,Drama",106.0,68.0,21060,"Tony Giglio,",2005
-1,10881,16551,7060,Gnomeo & Juliet,"Animation,Comedy,Family",84,60.0,42946.0,Kelly Asbury,2011,Gnomeo and Juliet,"Action,Adventure,Animation,Comedy,Kids,Family,Musical,Performing Arts,Romance",84.0,68.0,104485,"Kelly Aysbury,Kelly Asbury,",2011
-1,12181,18882,16435,Talking Funny,"Comedy,Television",49,80.0,1050.0,John Moffitt,2011,Talking Funny,"Comedy,Documentary",49.0,82.0,125,"John Moffitt,",2011
-1,9102,12863,491,M:I 6 - Mission Impossible,"Action,Adventure,Mystery",0,,,Christopher McQuarrie,,Mission: Impossible,"Action,Adventure,Mystery",110.0,66.0,866130,"Brian DePalma,",1996
-1,3417,4166,18671,The Thick of It,Comedy,29,88.0,12705.0,,2005,The Book of Ruth,"Drama,Television",120.0,60.0,51,"Bill Eagles,",2004
-1,4357,5675,10564,Murder on the Orient Express,"Crime,Drama,Mystery",128,73.0,36949.0,Sidney Lumet,1974,Murder On The Orient Express,"Drama,Mystery",,,54,"Kenneth Branagh,",2017
-1,9790,13944,2538,Big Daddy's Little Lady,"Comedy,Drama",30,78.0,141.0,David Steinberg,1986,Daddy's Little Girls,"Comedy,Drama",100.0,78.0,225867,"Tyler Perry,",2007
-1,5970,7634,7167,The Family,"Comedy,Crime,Mystery",111,63.0,89239.0,Luc Besson,2013,The Family,"Action,Adventure,Comedy,Drama,Mystery",112.0,62.0,51023,"Luc Besson,",2013
-1,1900,2131,4223,The Chronicles of Narnia:: Big Movie Comes to a Small Town,Short,23,,,,2008,The Chronicles of Narnia: Prince Caspian,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",144.0,74.0,552409,"Andrew Adamson,David Strangmuller,",2008
-1,10278,15061,4764,Life with Louie,"Animation,Family,Comedy",30,83.0,4948.0,,1995,Life with Mikey,Comedy,95.0,56.0,8819,"James Lapine,",1993
-1,12825,20408,16695,Tariq and His Daughters,Drama,0,,,,,Agnes and His Brothers,"Art House,International,Drama",116.0,62.0,3986,"Oskar Roehler,",2006
-1,10275,15053,13316,The Life and Times of Juniper Lee,"Animation,Adventure,Comedy",30,65.0,671.0,Judd Winick,2005,Life and Times of Vivienne Vyle,"Comedy,Television",178.0,,10,,2009
-1,127,143,952,David Brent: Life on the Road,"Comedy,Musical",96,68.0,2832.0,Ricky Gervais,2017,David Brent: Life on the Road,Comedy,100.0,,1322,"Ricky Gervais,",2017
-1,3434,4191,2636,The Brothers' Story,"Documentary,Musical",0,,,,1996,The Universal Story,"Documentary,Special Interest,Television",125.0,86.0,76,"David Heeley,",1996
-1,6945,9219,684,Quicksand,"Drama,Mystery",92,49.0,184.0,Sam Firstenberg,2002,Quicksand,"Action,Adventure,Drama,Mystery",92.0,52.0,390,"Sam Firstenberg,",2002
-1,9991,14453,11962,Rocket Robin Hood,"Animation,Fantasy,Sci-Fi",22,63.0,133.0,,1967,Robin Hood,"Action,Adventure,Drama",148.0,70.0,264819,"Ridley Scott,",2010
-1,6693,8784,18506,Wolf Creek,"Drama,Horror,Mystery",0,71.0,1262.0,,2016,Cross Creek,Drama,122.0,68.0,937,"Martin Ritt,",1983
-1,6257,8023,934,Double Dare,"Comedy,Family,Television",30,76.0,630.0,,1986,Double Dragon,"Action,Adventure,Science Fiction,Fantasy",96.0,44.0,29917,"James Yukich,",1994
-1,13306,21331,4529,The Book of Pooh,Family,30,63.0,352.0,,2001,The Joy of Life,"Documentary,Special Interest",63.0,62.0,295,"Jenni Olson,",2005
-1,10687,16165,17062,28 Minutes Later,"Comedy,Horror,Television",22,97.0,12.0,,2009,88 Minutes,"Drama,Mystery",107.0,62.0,103882,"Jon Avnet,",2008
-1,3273,3807,5294,Eating Out,"Comedy,Drama,Romance",90,59.0,5096.0,Q. Allan Brocka,2012,Spin Out,"Comedy,Romance",,76.0,27,,2016
-1,1150,1290,14556,American Sniper,"Action,Biography,Drama",133,73.0,331894.0,Clint Eastwood,2015,American Storage,"Comedy,Special Interest",,,34,"Andrew Jay Cohen,",2006
-1,12653,19779,7704,Top of the Pops 2,Musical,30,74.0,36.0,,1994,Top of the World,"Action,Adventure,Drama,Mystery",105.0,56.0,92,"Sidney J. Furie,",1999
-1,13061,20767,18878,Flesh for the Beast,"Fantasy,Horror",89,32.0,1053.0,Terry M. West,2003,Beauty and the Beast,"Kids,Family",50.0,68.0,30,,1984
-1,13499,21678,451,National Treasure: Book of Secrets,"Action,Adventure,Comedy",124,65.0,184474.0,Jon Turteltaub,2007,National Treasure: Book of Secrets,"Action,Adventure",123.0,72.0,1438629,"Jon Turtletaub,Jon Turteltaub,",2007
-1,906,964,8590,Saturday Night Live: The Best of Will Ferrell - Volume 2,"Documentary,Comedy",82,75.0,997.0,Beth McCarthy-Miller,2004,Saturday Night Live - The Best of Jon Lovitz,"Comedy,Television",,76.0,81,,1985
-1,5702,7384,6290,Superman Returns,"Action,Adventure,Sci-Fi",154,61.0,242058.0,Bryan Singer,2006,Superman Returns,"Action,Adventure,Drama,Science Fiction,Fantasy",154.0,66.0,516264,"Bryan Singer,",2006
-1,4173,5290,7790,Comedy Central Roast of William Shatner,Comedy,90,74.0,1980.0,Joel Gallen,2006,Comedy Central Roast of William Shatner,"Comedy,Television",,72.0,1994,"Joel Gallen,",2006
-1,5902,7572,13987,Feast of Love,"Drama,Romance",97,67.0,14139.0,Robert Benton,2007,Feast of Love,"Drama,Romance",102.0,62.0,117421,"Robert Benton,",2007
-1,7486,9941,2592,Untitled Hugh Jackman Project,"Action,Adventure",0,,,,,Untitled Neill Blomkamp/Alien Project,,,,32,"Neill Blomkamp,",2017
-1,6950,9224,11175,The Last Time,"Comedy,Drama,Mystery",96,62.0,3040.0,Michael Caleo,2007,The Last Mimzy,"Action,Adventure,Drama,Kids,Family",96.0,62.0,258623,"Robert Shaye,",2007
-1,12443,19337,8200,American Heart,"Crime,Drama,Romance",113,68.0,2466.0,Martin Bell,1993,American Heart,Drama,113.0,68.0,1531,"Martin Bell,",1992
-1,3173,3733,19114,Silver Streak,"Action,Comedy,Crime",114,69.0,13548.0,Arthur Hiller,1976,Silver Skies,,96.0,,12,"Rosemary Rodriguez,",2016
-1,10303,15194,6541,The Fifth Race,"Action,Adventure,Drama",44,92.0,771.0,David Warry-Smith,1999,The Last Race,Drama,,,20,"Stephen Shin,",2016
-1,12279,19079,8605,Bang the Drum Slowly,"Drama,Sport",96,70.0,4565.0,John D. Hancock,1978,Bang The Drum Slowly,"Classics,Comedy,Drama,Sports,Fitness",96.0,68.0,3762,"John D. Hancock,John Hancock,",1973
-1,4629,6077,1305,Arthur,"Animation,Comedy,Family",30,74.0,8642.0,,1996,Arthur,Comedy,109.0,62.0,45446,"Jason Winer,",2011
-1,7647,10184,5475,Saving Christmas,"Comedy,Family",80,15.0,11643.0,Darren Doane,2014,A Baby for Christmas,,120.0,,3,"Rhonda Baraka,",2015
-1,11389,17450,1584,Citizen Soldier,"Documentary,Action",105,51.0,208.0,"David Salzberg,Christian Tureaud",2016,Citizen Soldier,Documentary,95.0,84.0,229,"David Salzberg,Christian Tureaud,",2016
-1,4817,6289,2867,CBS This Morning,News,120,65.0,124.0,,2012,Son Of Morning,"Comedy,Drama",81.0,42.0,72,"Yanviz Raz,Yaniv Raz,",2011
-1,8299,11509,19063,Absence of Malice,"Drama,Romance,Mystery",116,69.0,9383.0,Sydney Pollack,1981,Absence Of Malice,"Drama,Mystery,Romance",116.0,66.0,4514,"Sydney Pollack,",1981
-1,8183,11296,2622,Mighty Heroes,"Animation,Family",30,80.0,84.0,,1966,Imaginary Heroes,"Comedy,Drama,Kids,Family",112.0,76.0,9168,"Daniel Harris,Dan Harris,",2005
-1,8316,11522,5693,Real Life,Comedy,99,72.0,1865.0,Albert Brooks,1979,Real Eve,"Special Interest,Television",100.0,,6,,2002
-1,4320,5584,4878,Back to School,"Comedy,Romance,Sport",96,65.0,21945.0,Alan Metter,1986,Back to School,Comedy,96.0,60.0,32978,"Alan Metter,",1986
-1,6629,8650,9947,Frida,"Biography,Drama,Romance",123,74.0,62587.0,Julie Taymor,2002,Frida,"Drama,Romance",122.0,74.0,53619,"Julie Taymor,",2002
-1,7236,9567,8336,Cradle Will Rock,Drama,132,69.0,8081.0,Tim Robbins,2000,Cradle Will Rock,Drama,133.0,68.0,6912,"Tim Robbins,",1999
