label,_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,ltable_Year,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director,rtable_Year
1,1617,1746,3381,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",143,69,290297,Andrew Adamson,2005,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","Kids,Family,Science Fiction,Fantasy",139,62,34104183,"Andrew Adamson,",2005
0,6803,8948,7793,Mark of the Devil,"Drama,History,Horror",90,62,2158,"Michael Armstrong,Adrian Hoven",1972,Year of the Dragon,"Drama,Television",90,,20,,2003
1,579,565,3650,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",132,80,522396,Bryan Singer,2014,X-Men: Days of Future Past (Rogue Cut),"Action,Adventure",149,88,869,"Bryan Singer,",2014
0,47,52,3545,The Good Neighbor,Mystery,98,62,3361,Kasra Farahani,2016,Good Neighbors,"Drama,Mystery",98,58,2541,"Jacob Tierney,",2011
0,7186,9488,10037,Bill & Ted's Excellent Adventures,"Animation,Sci-Fi,Comedy",30,65,1265,,1990,Bill and Ted's Excellent Adventure,"Action,Adventure,Comedy,Science Fiction,Fantasy",105,66,375522,"Stephen Herek,",1989
0,8773,12253,7197,Broken Trail,Western,184,78,4739,,2006,Broken Vows,"Drama,Mystery",100,,91,"Jud Taylor,",1986
1,1064,1149,412,Still Walking,Drama,115,80,7618,Hirokazu Koreeda,2008,Still Waters,Mystery,,,3,"Ray Burdis,",2015
0,829,889,3896,Max to the Future,"Action,Comedy,Family",23,,,,2016,Back to the Future,"Action,Adventure,Comedy,Science Fiction,Fantasy",116,76,1091155,"Robert Zemeckis,",1985
1,5729,7407,6507,The Wolverine,"Action,Adventure,Sci-Fi",126,67,332781,James Mangold,2013,The Wolverine,"Action,Adventure",136,74,251683,"James Mangold,",2013
1,1520,1642,2924,The Conjuring 2,"Horror,Mystery",134,76,102551,James Wan,2016,The Conjuring,"Horror,Mystery",112,80,156632,"James Wan,",2013
0,2491,2736,4626,Untitled Will Smith TV Project,Comedy,0,,,,,Untitled Woody Allen Project,Comedy,,,13,"Woody Allen,",2017
1,1782,2011,1599,Chronic,Drama,93,67,1106,Michel Franco,2015,Chronic,Drama,93,70,430,"Michel Franco,",2016
0,9966,14398,5005,Time Chasers,Sci-Fi,89,23,2601,David Giancola,1994,The Dream Chasers,Drama,,,25,"Arthur R. Dubs,",1982
0,7440,9890,10060,Teenage Mutant Ninja Turtles: Out of the Shadows,,17,,,Mathew Buck,2016,Teenage Mutant Ninja Turtles II - The Secret of the Ooze,"Action,Adventure,Comedy,Kids,Family",88,62,191625,"Michael Pressman,",1991
0,13100,20836,1841,The Flying Man,Action,0,,,,,The Wicker Man,"Action,Adventure,Drama,Horror,Mystery",106,46,88493,"Neil LaBute,",2006
0,7948,10784,7742,Return of the Evil Dead,Horror,91,59,1767,Amando de Ossorio,1975,Return of the Thundering Herd,"Documentary,Drama,Special Interest",44,50,34,,2007
1,2283,2574,6207,The Matrix Revolutions,"Action,Sci-Fi",129,67,368980,"Lana Wachowski,Lilly Wachowski",2003,The Matrix Revolutions,"Mystery,Science Fiction,Fantasy",129,68,790957,"Lana Wachowski,Andy Wachowski,The Wachowski Brothers,",2003
0,7515,9959,10371,Metal Men,Action,0,,,,,Metal Skin,"Action,Adventure,Drama",112,68,291,"Chris Odgers,Geoffrey Wright,",1994
1,7152,9444,12457,Beauty Shop,Comedy,105,55,13366,Bille Woodruff,2005,Beauty Shop,Comedy,105,66,65104,"Bille Woodruff,",2005
0,12692,19843,840,The Manions of America,Drama,290,70,179,,1981,Birds of America,"Comedy,Drama",85,62,2472,"Craig Lucas,",2008
0,8211,11331,13001,Selected Exits,"Biography,Drama",0,75,37,Tristram Powell,1993,Selected Exits,"Drama,Television",68,,12,"Tristram Powell,",1993
0,7326,9709,13508,Pinocchio,Animation,93,75,95,Giuliano Cenci,1978,Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58,161,"Alberto Sironi,",2008
1,5624,7295,7737,The Wolf of Wall Street,"Biography,Comedy,Crime",180,82,801468,Martin Scorsese,2013,The Wolf of Wall Street,Drama,179,80,177831,"Martin Scorsese,",2013
1,11899,18299,9777,Before Night Falls,"Biography,Drama,Romance",133,73,20981,Julian Schnabel,2001,Before Night Falls,Drama,125,76,22088,"Julian Schnabel,",2001
0,4246,5371,4404,The Yogi Bear Show,"Animation,Family,Comedy",30,67,6348,,1961,The War Show,Documentary,100,,1,"Andreas Dalsgaard,Obaidah Zytoon,",2016
1,12923,20586,12951,Black Mask,"Short,Horror",20,80,16,Alex Colonna,2014,Black Oasis,"Drama,Horror",,,102,"Stephan Elliott,",2010
0,11434,17483,5282,American Restoration,Television,0,67,2263,,2010,American Virgin,Comedy,105,44,1193,"Jean-Pierre Marois,",2000
0,7508,9957,9324,Sister Act,Comedy,0,,,,,Sister,Drama,97,74,2610,"Brenda Davis,",2012
1,6936,9210,7667,15 Minutes,"Action,Crime,Drama",120,61,42851,John Herzfeld,2001,15 Minutes,"Action,Adventure,Drama,Mystery,Television",110,58,50564,"John Herzfeld,",2001
0,5381,6935,3973,Taxi,"Action,Comedy,Crime",86,69,62275,Grard Pirs,1998,Taxi 2,"Action,Adventure,Art House,International,Comedy,Drama",85,68,16017,"Grard Krawczyk,",2000
0,10642,16053,15322,High School Musical,"Comedy,Drama,Family",98,52,60133,Kenny Ortega,2006,High School Musical,"Comedy,Drama,Musical,Performing Arts",98,68,470501,"Kenny Ortega,",2006
0,8515,11910,14627,Beyond the Stars,"Sci-Fi,Drama",88,53,839,David Saperstein,1989,Beyond the Pole,"Comedy,Documentary,Drama,Special Interest",87,68,188,"David L. Williams,",2009
1,8576,11998,14089,Ruthless People,"Comedy,Crime",93,69,21649,"Jim Abrahams,David Zucker",1986,Ruthless People,Comedy,93,64,20955,"Jim Abrahams,David Zucker,Jerry Zucker,",1986
0,2518,2740,8151,The Wild Bunch,Western,0,,,,,The Wild Angels,"Action,Adventure,Classics,Cult Movies,Drama",124,62,1829,"Roger Corman,",1966
0,12119,18762,6645,The Yellow Balloon,Drama,76,70,139,J. Lee Thompson,1953,The Yellow Birds,Drama,,,17,"Alexandre Moors,",2016
0,3889,4966,18878,The Boy and the Beast,"Animation,Action,Adventure",119,77,5502,Mamoru Hosoda,2016,Beauty and the Beast,"Kids,Family",50,68,30,,1984
0,5294,6830,16895,The Devil and Miss Jones,"Comedy,Romance",92,78,2695,Sam Wood,1941,The Pastor and Mrs. Jones,Drama,90,,0,,2012
0,10144,14759,7911,Lost Survivor Guide,"Documentary,Drama",60,78,64,,2007,Lone Survivor,"Action,Adventure,Drama",122,84,112352,"Peter Berg,",2014
1,540,520,17782,For Keeps?,"Comedy,Drama,Romance",90,58,3080,John G. Avildsen,1988,For Keeps,"Comedy,Drama",98,68,9252,"John G. Avildsen,",1988
0,11257,17199,7720,American Nudist,Drama,93,29,369,Clinton H. Wallace,2011,American Me,Drama,126,82,10214,"Edward James Olmos,",1992
0,3205,3753,15899,Match of the Day 2,Sport,45,78,518,,2004,Out of the Past,"Documentary,Special Interest",64,64,876,"Jeff Dupre,",1998
1,10529,15762,11916,The Lady in the Lake,"Action,Adventure,Sci-Fi",42,84,1192,Lawrence Trilling,2016,The Lady Vanishes,"Drama,Mystery,Television",90,60,54,"Diarmuid Lawrence,",2013
0,9643,13733,5419,The Prime Gig,Drama,98,61,1946,Gregory Mosher,2002,The Prime Gig,Drama,96,60,1510,"Gregory Mosher,",2000
1,9427,13407,5174,"New York, I Love You","Comedy,Drama,Romance",103,63,39916,"Fatih Akin,Yvan Attal",2009,P.S. I Love You,"Comedy,Drama,Romance",127,78,253831,"Richard LaGravenese,",2007
0,10297,15170,12244,The X Files: I Want to Believe,"Drama,Mystery,Sci-Fi",104,59,78793,Chris Carter,2008,The X-Files: I Want to Believe (The X Files 2),"Drama,Mystery,Science Fiction,Fantasy",104,56,253597,"Chris Carter,",2008
1,7848,10599,16557,Brawl in the Family,Television,30,,,,2014,It Runs in the Family,"Comedy,Drama",109,54,5792,"Fred Schepisi,",2003
0,409,364,16498,Captain America,"Animation,Action,Adventure",0,64,471,"Jack Kirby,Joe Simon",1966,Africans in America,Documentary,,,75,,1998
0,13232,21160,17238,The Music Teacher,Drama,0,,,,,The Music in Me,"Television,Romance",120,,3,"John Bradshaw,",2015
0,1907,2146,802,Strictly Come Dancing,"Television,Musical",85,59,809,,2004,Strictly Confidential,"Classics,Comedy,Drama,Mystery",300,64,200,"Roberto Bangura,Keith Boak,",2006
0,4855,6330,8595,Falling in Love Again,"Drama,Romance",103,53,284,Steven Paul,1984,Falling in Love,"Drama,Romance",107,70,6689,"Ulu Grosbard,",1984
0,7133,9419,11299,The Promotion,Comedy,86,57,16652,Steve Conrad,2008,The Promotion,Comedy,86,56,84723,"Steven Conrad,",2008
0,4040,5178,17274,Saturday Night Live: The Best of Chris Farley,"Documentary,Comedy",50,82,1925,"Beth McCarthy-Miller,Dave Wilson",,Saturday Night Live - Game Show Parodies,"Comedy,Television",73,80,94,,1999
0,11768,18015,6565,The Five-Year Engagement,"Comedy,Romance",124,62,79701,Nicholas Stoller,2012,The Five-Year Engagement,Comedy,124,66,266779,"Nicholas Stoller,",2012
1,4741,6234,7798,The Sure Thing,"Comedy,Drama,Romance",100,70,15678,Rob Reiner,1985,The Best Bad Thing,Television,,,3,"Peter Rowe,",1997
1,1459,1593,10107,Stargate,"Action,Adventure,Sci-Fi",116,71,150313,Roland Emmerich,1994,Stargate,"Action,Adventure,Science Fiction,Fantasy",125,66,192206,"Roland Emmerich,",1994
0,758,697,16383,George of the Jungle,"Animation,Family,Comedy",30,71,584,,1967,Secret of the Wings,"Action,Adventure,Animation,Kids,Family",92,82,2154,"Peggy Holmes,Robert Gannaway,",2012
0,9786,13942,3650,X-Men: Days of Future Past/Blended,"Comedy,Television",78,,,,2014,X-Men: Days of Future Past (Rogue Cut),"Action,Adventure",149,88,869,"Bryan Singer,",2014
0,9022,12722,17221,Opening Night,"Drama,Musical",43,86,85,Michael Morris,2013,One Night,Drama,97,,83,"Michael Knowles,",2007
0,12564,19585,18242,Earth to America,Comedy,120,58,84,"Ron de Moraes,Jay Roach",2005,Made in America,Comedy,110,50,42346,"Richard Benjamin,",1993
0,1731,1918,13270,Little Wing,Drama,100,70,96,Selma Vilhunen,2016,Little Boxes,Drama,84,,10,"Rob Meyer,",2016
0,13382,21439,17206,Shrek Stories,,72,69,98,,2013,Stockholm Stories,Drama,97,62,16,"Karin Fahln,",2014
0,4678,6156,11172,Final Destination,"Horror,Mystery",98,67,183368,James Wong,2000,Final Destination,"Horror,Mystery",98,68,482901,"James Wong,",2000
0,2665,2890,2840,Looking: The Movie,"Comedy,Drama",85,78,2792,Andrew Haigh,2016,Garfield - The Movie,"Action,Adventure,Comedy,Kids,Family",85,58,460493,"Peter Hewitt,",2004
1,10978,16753,4777,Camp Takota,Comedy,95,69,4090,"Chris Riedell,Nick Riedell",2014,Camp Takota,Comedy,95,76,465,"Chris Riedell,Nick Riedell,",2014
0,7821,10566,7720,The American West,"History,Western",0,72,446,,2016,American Me,Drama,126,82,10214,"Edward James Olmos,",1992
0,2315,2597,14202,Shanghai Knights,"Action,Adventure,Comedy",114,62,82577,David Dobkin,2003,Shanghai Knights,"Action,Adventure,Comedy",114,62,334601,"David Dobkin,",2003
0,5915,7582,2329,5 Flights Up,Drama,92,61,5301,Richard Loncraine,2015,5 Flights Up,Drama,92,62,2758,"Richard Loncraine,",2015
0,9751,13883,16362,True Stories,"Musical,Comedy",90,70,3571,David Byrne,1986,Toronto Stories,"Art House,International,Drama",89,54,200,"David Weaver,Aaron Woodley,Sook Yin Lee,David Sutherland,",2008
0,6565,8564,8862,Dracula,Horror,173,43,369,,2002,Dracula,"Classics,Horror",75,74,44317,"Tod Browning,",1931
1,12892,20530,10079,What's Eating Gilbert Grape,Drama,118,78,173899,Lasse Hallstrm,1994,What's Eating Gilbert Grape,Drama,117,74,300848,"Lasse Hallstrom,",1993
0,3146,3704,6768,Jane Eyre,"Drama,Romance",120,74,64200,Cary Joji Fukunaga,2011,Jane Eyre,"Drama,Romance",121,76,32858,"Cary Joji Fukunaga,",2011
0,5733,7410,3805,X-Men 2,"Action,Adventure,Fantasy",134,75,411630,Bryan Singer,2003,X-Men,"Action,Adventure,Science Fiction,Fantasy",104,74,1065554,"Bryan Singer,",2000
1,2991,3432,13743,White Collar,"Comedy,Crime,Drama",40,83,95606,"Jeff Eastin,Travis Romero",2009,White Male Heart,Mystery,,,95,"Peter Mackie Burns,",2009
1,1307,1506,491,Mission: Impossible,"Action,Adventure,Mystery",110,71,304750,Brian De Palma,1996,Mission: Impossible,"Action,Adventure,Mystery",110,66,866130,"Brian DePalma,",1996
0,9691,13801,17227,Original Sin,"Drama,Mystery,Romance",116,60,45410,Michael Cristofer,2001,Original Sin,"Drama,Mystery",112,62,52706,"Michael Cristofer,",2001
0,3190,3752,13429,The Chase,Television,0,71,557,,2009,The Chase,"Classics,Drama",135,72,2694,"Arthur Penn,",1966
1,6992,9277,774,Blue Ice,"Action,Mystery",105,51,1245,Russell Mulcahy,1992,Blue Ice,"Action,Adventure,Mystery",96,56,1952,"Russell Mulcahy,",1993
0,3404,4142,13047,The Moaning of Life,"Adventure,Comedy,Television",0,82,3584,,2014,The Face of Love,"Comedy,Drama,Romance",92,58,1864,"Arie Posin,",2014
0,1573,1704,5461,Bruce Almighty,"Comedy,Drama,Fantasy",101,67,301455,Tom Shadyac,2003,Evan Almighty,"Comedy,Science Fiction,Fantasy",96,64,839327,"Tom Shadyac,",2007
0,11213,17100,16426,The Passion of the Christ,Drama,127,71,180617,Mel Gibson,2004,The Return of the Native,Drama,104,60,611,"Jack Gold,",1994
1,5055,6576,10803,Mean Girls,Comedy,97,70,250156,Mark Waters,2004,Modern Girls,Comedy,82,70,710,"Jerry Kramer,Joel Lang,",1986
1,7599,10119,6176,Wrath of the Titans,"Action,Adventure,Fantasy",99,58,154392,Jonathan Liebesman,2012,Wrath of the Titans,"Action,Adventure,Science Fiction,Fantasy",99,66,157819,"Jonathan Liebesman,",2012
0,12185,18885,16438,Louis C.K.: Shameless,"Documentary,Comedy",57,87,5676,Steven J. Santos,2007,Louis C.K.: Shameless,"Comedy,Television",60,86,552,,2007
1,12312,19115,15265,Print the Legend,"Documentary,Biography,Drama",100,72,1254,"Luis Lopez,Clay Tweel",2014,Sharpe: The Legend ,"Action,Adventure,Drama",90,86,468,,1997
0,11391,17455,2857,Diesel Brothers,Television,0,76,98,,2016,7 Chinese Brothers,Comedy,76,64,500,"Bob Byington,",2015
1,8560,11970,17957,Loser Takes All,Comedy,88,53,51,Ken Annakin,1956,Losers Take All,Comedy,95,76,80,"Alex Steyermark,",2013
0,11838,18164,17417,April Story,Romance,67,73,1893,Shunji Iwai,1998,Amber's Story,"Drama,Television",120,76,279,,2006
1,6939,9213,17286,The Making of 'Killing Season',Short,2,,,,2013,The Legend of Billie Jean,"Action,Adventure,Drama",92,70,9421,"Matthew Robbins,",1985
1,7334,9739,7068,Chaos,"Action,Adventure,Drama",60,71,2354,Tom Spezialy,2011,Chaos,"Action,Adventure,Drama",106,68,21060,"Tony Giglio,",2005
0,10881,16551,7060,Gnomeo & Juliet,"Animation,Comedy,Family",84,60,42946,Kelly Asbury,2011,Gnomeo and Juliet,"Action,Adventure,Animation,Comedy,Kids,Family,Musical,Performing Arts,Romance",84,68,104485,"Kelly Aysbury,Kelly Asbury,",2011
0,12181,18882,16435,Talking Funny,"Comedy,Television",49,80,1050,John Moffitt,2011,Talking Funny,"Comedy,Documentary",49,82,125,"John Moffitt,",2011
0,9102,12863,491,M:I 6 - Mission Impossible,"Action,Adventure,Mystery",0,,,Christopher McQuarrie,,Mission: Impossible,"Action,Adventure,Mystery",110,66,866130,"Brian DePalma,",1996
0,3417,4166,18671,The Thick of It,Comedy,29,88,12705,,2005,The Book of Ruth,"Drama,Television",120,60,51,"Bill Eagles,",2004
0,4357,5675,10564,Murder on the Orient Express,"Crime,Drama,Mystery",128,73,36949,Sidney Lumet,1974,Murder On The Orient Express,"Drama,Mystery",,,54,"Kenneth Branagh,",2017
0,9790,13944,2538,Big Daddy's Little Lady,"Comedy,Drama",30,78,141,David Steinberg,1986,Daddy's Little Girls,"Comedy,Drama",100,78,225867,"Tyler Perry,",2007
1,5970,7634,7167,The Family,"Comedy,Crime,Mystery",111,63,89239,Luc Besson,2013,The Family,"Action,Adventure,Comedy,Drama,Mystery",112,62,51023,"Luc Besson,",2013
0,1900,2131,4223,The Chronicles of Narnia:: Big Movie Comes to a Small Town,Short,23,,,,2008,The Chronicles of Narnia: Prince Caspian,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",144,74,552409,"Andrew Adamson,David Strangmuller,",2008
0,10278,15061,4764,Life with Louie,"Animation,Family,Comedy",30,83,4948,,1995,Life with Mikey,Comedy,95,56,8819,"James Lapine,",1993
0,12825,20408,16695,Tariq and His Daughters,Drama,0,,,,,Agnes and His Brothers,"Art House,International,Drama",116,62,3986,"Oskar Roehler,",2006
0,10275,15053,13316,The Life and Times of Juniper Lee,"Animation,Adventure,Comedy",30,65,671,Judd Winick,2005,Life and Times of Vivienne Vyle,"Comedy,Television",178,,10,,2009
1,127,143,952,David Brent: Life on the Road,"Comedy,Musical",96,68,2832,Ricky Gervais,2017,David Brent: Life on the Road,Comedy,100,,1322,"Ricky Gervais,",2017
0,3434,4191,2636,The Brothers' Story,"Documentary,Musical",0,,,,1996,The Universal Story,"Documentary,Special Interest,Television",125,86,76,"David Heeley,",1996
0,6945,9219,684,Quicksand,"Drama,Mystery",92,49,184,Sam Firstenberg,2002,Quicksand,"Action,Adventure,Drama,Mystery",92,52,390,"Sam Firstenberg,",2002
0,9991,14453,11962,Rocket Robin Hood,"Animation,Fantasy,Sci-Fi",22,63,133,,1967,Robin Hood,"Action,Adventure,Drama",148,70,264819,"Ridley Scott,",2010
0,6693,8784,18506,Wolf Creek,"Drama,Horror,Mystery",0,71,1262,,2016,Cross Creek,Drama,122,68,937,"Martin Ritt,",1983
0,6257,8023,934,Double Dare,"Comedy,Family,Television",30,76,630,,1986,Double Dragon,"Action,Adventure,Science Fiction,Fantasy",96,44,29917,"James Yukich,",1994
0,13306,21331,4529,The Book of Pooh,Family,30,63,352,,2001,The Joy of Life,"Documentary,Special Interest",63,62,295,"Jenni Olson,",2005
0,10687,16165,17062,28 Minutes Later,"Comedy,Horror,Television",22,97,12,,2009,88 Minutes,"Drama,Mystery",107,62,103882,"Jon Avnet,",2008
1,3273,3807,5294,Eating Out,"Comedy,Drama,Romance",90,59,5096,Q. Allan Brocka,2012,Spin Out,"Comedy,Romance",,76,27,,2016
0,1150,1290,14556,American Sniper,"Action,Biography,Drama",133,73,331894,Clint Eastwood,2015,American Storage,"Comedy,Special Interest",,,34,"Andrew Jay Cohen,",2006
0,12653,19779,7704,Top of the Pops 2,Musical,30,74,36,,1994,Top of the World,"Action,Adventure,Drama,Mystery",105,56,92,"Sidney J. Furie,",1999
0,13061,20767,18878,Flesh for the Beast,"Fantasy,Horror",89,32,1053,Terry M. West,2003,Beauty and the Beast,"Kids,Family",50,68,30,,1984
1,13499,21678,451,National Treasure: Book of Secrets,"Action,Adventure,Comedy",124,65,184474,Jon Turteltaub,2007,National Treasure: Book of Secrets,"Action,Adventure",123,72,1438629,"Jon Turtletaub,Jon Turteltaub,",2007
1,906,964,8590,Saturday Night Live: The Best of Will Ferrell - Volume 2,"Documentary,Comedy",82,75,997,Beth McCarthy-Miller,2004,Saturday Night Live - The Best of Jon Lovitz,"Comedy,Television",,76,81,,1985
1,5702,7384,6290,Superman Returns,"Action,Adventure,Sci-Fi",154,61,242058,Bryan Singer,2006,Superman Returns,"Action,Adventure,Drama,Science Fiction,Fantasy",154,66,516264,"Bryan Singer,",2006
0,4173,5290,7790,Comedy Central Roast of William Shatner,Comedy,90,74,1980,Joel Gallen,2006,Comedy Central Roast of William Shatner,"Comedy,Television",,72,1994,"Joel Gallen,",2006
0,5902,7572,13987,Feast of Love,"Drama,Romance",97,67,14139,Robert Benton,2007,Feast of Love,"Drama,Romance",102,62,117421,"Robert Benton,",2007
0,7486,9941,2592,Untitled Hugh Jackman Project,"Action,Adventure",0,,,,,Untitled Neill Blomkamp/Alien Project,,,,32,"Neill Blomkamp,",2017
0,6950,9224,11175,The Last Time,"Comedy,Drama,Mystery",96,62,3040,Michael Caleo,2007,The Last Mimzy,"Action,Adventure,Drama,Kids,Family",96,62,258623,"Robert Shaye,",2007
0,12443,19337,8200,American Heart,"Crime,Drama,Romance",113,68,2466,Martin Bell,1993,American Heart,Drama,113,68,1531,"Martin Bell,",1992
0,3173,3733,19114,Silver Streak,"Action,Comedy,Crime",114,69,13548,Arthur Hiller,1976,Silver Skies,,96,,12,"Rosemary Rodriguez,",2016
0,10303,15194,6541,The Fifth Race,"Action,Adventure,Drama",44,92,771,David Warry-Smith,1999,The Last Race,Drama,,,20,"Stephen Shin,",2016
1,12279,19079,8605,Bang the Drum Slowly,"Drama,Sport",96,70,4565,John D. Hancock,1978,Bang The Drum Slowly,"Classics,Comedy,Drama,Sports,Fitness",96,68,3762,"John D. Hancock,John Hancock,",1973
0,4629,6077,1305,Arthur,"Animation,Comedy,Family",30,74,8642,,1996,Arthur,Comedy,109,62,45446,"Jason Winer,",2011
0,7647,10184,5475,Saving Christmas,"Comedy,Family",80,15,11643,Darren Doane,2014,A Baby for Christmas,,120,,3,"Rhonda Baraka,",2015
0,11389,17450,1584,Citizen Soldier,"Documentary,Action",105,51,208,"David Salzberg,Christian Tureaud",2016,Citizen Soldier,Documentary,95,84,229,"David Salzberg,Christian Tureaud,",2016
0,4817,6289,2867,CBS This Morning,News,120,65,124,,2012,Son Of Morning,"Comedy,Drama",81,42,72,"Yanviz Raz,Yaniv Raz,",2011
0,8299,11509,19063,Absence of Malice,"Drama,Romance,Mystery",116,69,9383,Sydney Pollack,1981,Absence Of Malice,"Drama,Mystery,Romance",116,66,4514,"Sydney Pollack,",1981
0,8183,11296,2622,Mighty Heroes,"Animation,Family",30,80,84,,1966,Imaginary Heroes,"Comedy,Drama,Kids,Family",112,76,9168,"Daniel Harris,Dan Harris,",2005
1,8316,11522,5693,Real Life,Comedy,99,72,1865,Albert Brooks,1979,Real Eve,"Special Interest,Television",100,,6,,2002
0,4320,5584,4878,Back to School,"Comedy,Romance,Sport",96,65,21945,Alan Metter,1986,Back to School,Comedy,96,60,32978,"Alan Metter,",1986
1,6629,8650,9947,Frida,"Biography,Drama,Romance",123,74,62587,Julie Taymor,2002,Frida,"Drama,Romance",122,74,53619,"Julie Taymor,",2002
1,7236,9567,8336,Cradle Will Rock,Drama,132,69,8081,Tim Robbins,2000,Cradle Will Rock,Drama,133,68,6912,"Tim Robbins,",1999
0,10478,15660,16497,Made in America,"Crime,Drama",59,90,4134,David Chase,2007,Africans in America,"Documentary,Special Interest",90,,2,,1998
0,5596,7232,4494,"Believe Me, Part 1",Comedy,20,75,29,Don Scardino,2016,Believe Me,Comedy,93,74,424,"Will Bakke,",2014
1,5718,7396,3053,Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",154,63,329257,Michael Bay,2011,Transformers: Revenge of the Fallen,"Action,Adventure,Science Fiction,Fantasy",149,70,4080302,"Michael Bay,",2009
0,11904,18305,7641,Strange Days,"Action,Crime,Drama",145,72,54799,Kathryn Bigelow,1995,Strange Days,"Drama,Mystery,Science Fiction,Fantasy",145,66,34923,"Kathryn Bigelow,",1995
0,4540,5958,6541,The Last Ship,"Action,Drama,Sci-Fi",60,75,39447,"Steven Kane,Hank Steinberg",2014,The Last Race,Drama,,,20,"Stephen Shin,",2016
0,7320,9703,9936,Better Luck Tomorrow,"Crime,Drama,Romance",101,72,8040,Justin Lin,2003,Better Luck Tomorrow,"Action,Adventure,Drama",99,74,8134,"Justin Lin,",2002
0,7816,10556,12774,Burning Love,"Comedy,Romance",23,80,2708,,2012,Making Love,Drama,111,68,1640,"Arthur Hiller,",1982
1,9621,13700,3714,The Human Stain,"Drama,Romance,Mystery",106,63,25726,Robert Benton,2003,The Human Stain,"Drama,Mystery",106,62,15606,"Robert Benton,",2003
0,7863,10608,16744,The Best of Me,"Drama,Romance",118,67,44814,Michael Hoffman,2014,The Best Man Wedding,"Comedy,Romance",,84,348,"Malcolm D. Lee,",2016
0,1376,1546,7704,Best of the Worst,Comedy,0,93,801,,2013,Top of the World,"Action,Adventure,Drama,Mystery",105,56,92,"Sidney J. Furie,",1999
0,11300,17261,8233,Saving Mr. Banks,"Animation,Television",0,,,Mat Brunet,2013,Saving Grace,"Drama,Television",,72,2723,"Artie Mandleberg,",2008
0,8845,12390,5191,Titanic 2,Comedy,0,,,,2011,Titanic,"Drama,Romance",194,66,35794996,"James Cameron,",1997
0,11794,18044,19009,Dead 7,"Comedy,Horror,Western",89,32,705,Danny Roew,2016,Dead Air,"Horror,Mystery,Science Fiction,Fantasy",89,54,13186,"Corbin Bernsen,",2009
1,6014,7675,18174,Shanghai Kiss,"Comedy,Drama,Romance",106,68,4881,"Kern Konwiser,David Ren",2007,Shanghai Calling,"Comedy,Drama,Romance",98,70,281,"Daniel Hsia,",2013
0,13126,20849,8109,The Possession of Michael King,Horror,83,57,9127,David Jung,2014,The Possession of Michael King,Mystery,83,56,846,"David S. Jung,David Jung,",2014
1,11831,18118,4978,Get Well Soon,,81,58,465,Jean Becker,2014,Get Well Soon,"Comedy,Drama,Romance",95,64,747,"Justin McCarthy,",2002
0,6640,8675,10371,Metal Saw,"Action,Adventure,Drama",43,62,231,Jerry Levine,2016,Metal Skin,"Action,Adventure,Drama",112,68,291,"Chris Odgers,Geoffrey Wright,",1994
1,13002,20679,12704,Bride & Prejudice,"Comedy,Drama,Musical",122,62,17588,Gurinder Chadha,2005,Bride & Prejudice,"Comedy,Musical,Performing Arts",111,68,130,"Gurinder Chadha,",2005
0,2761,3000,16889,Golden Oldies,"Crime,Drama,Mystery",48,80,25,Robert Bierman,2005,Golden Shoes,,90,64,32,"Lance Kawas,Lance KR Kawas,",2013
1,9879,14159,1483,No Country for Old Dogs,"Animation,Comedy",11,76,62,,2011,No Country for Old Men,"Action,Adventure,Drama,Mystery",122,80,395902,"Joel Coen,Ethan Coen,",2007
0,6812,8984,12044,Head of the Family,"Comedy,Horror",82,52,932,Charles Band,2005,Curse of the Bambino,"Documentary,Sports,Fitness",59,80,37,,2003
0,11808,18074,728,The Price of Fame,"Comedy,Drama",110,57,514,Xavier Beauvois,2015,The Tailor of Panama,"Action,Adventure,Art House,International,Comedy,Drama,Mystery",110,60,12444,"John Boorman,",2001
0,9245,13052,10454,American Heist,"Action,Crime,Drama",94,52,13150,Sarik Andreasyan,2015,American Crime,Mystery,94,50,473,"Dan Mintz,",2004
1,1073,1159,568,The Devil's Candy,Horror,90,67,455,Sean Byrne,2015,The Devil's Tomb,"Action,Adventure,Horror,Mystery,Science Fiction,Fantasy",90,42,2074,"Jason Connery,",2008
1,9758,13890,18414,Kill Theory,"Horror,Mystery",85,56,5867,Chris Moore,2009,Kill Theory,"Horror,Mystery",82,56,1044,"Chris Moore,",2009
0,12019,18543,14612,The Perfect Blue,"Comedy,Drama,Romance",0,75,46,Kieron J. Walsh,,The Perfect Murder,Mystery,,60,87,"Zafar Hai,",1990
0,5017,6502,16225,Secret Agent,"Action,Adventure,Crime",49,83,751,,1965,Secret Smile,"Art House,International,Drama,Mystery,Television",137,78,542,"Christopher Menaul,",2005
